Year,Crime Type ID,Crime Type,State ID,State,Value
2016,403,Otros Delitos contra la Sociedad,20,Oaxaca,244
2016,403,Otros Delitos contra la Sociedad,21,Puebla,1652
2016,403,Otros Delitos contra la Sociedad,22,Querétaro,246
2016,403,Otros Delitos contra la Sociedad,23,Quintana Roo,12
2016,403,Otros Delitos contra la Sociedad,24,San Luis Potosí,0
2016,403,Otros Delitos contra la Sociedad,25,Sinaloa,232
2016,403,Otros Delitos contra la Sociedad,26,Sonora,0
2016,403,Otros Delitos contra la Sociedad,27,Tabasco,38
2016,403,Otros Delitos contra la Sociedad,28,Tamaulipas,0
2016,403,Otros Delitos contra la Sociedad,29,Tlaxcala,0
2016,403,Otros Delitos contra la Sociedad,30,Veracruz de Ignacio de la Llave,12
2016,403,Otros Delitos contra la Sociedad,31,Yucatán,2204
2016,403,Otros Delitos contra la Sociedad,32,Zacatecas,12
2016,501,Aborto,1,Aguascalientes,14
2016,501,Aborto,2,Baja California,86
2016,501,Aborto,3,Baja California Sur,6
2016,501,Aborto,4,Campeche,2
2016,501,Aborto,5,Coahuila de Zaragoza,4
2016,501,Aborto,6,Colima,0
2016,501,Aborto,7,Chiapas,44
2016,501,Aborto,8,Chihuahua,26
2016,501,Aborto,9,Ciudad de México,230
2016,501,Aborto,10,Durango,10
2016,501,Aborto,11,Guanajuato,54
2016,501,Aborto,12,Guerrero,10
2016,501,Aborto,13,Hidalgo,14
2016,501,Aborto,14,Jalisco,54
2016,501,Aborto,15,Estado de México,132
2016,501,Aborto,16,Michoacán de Ocampo,22
2016,501,Aborto,17,Morelos,32
2016,501,Aborto,18,Nayarit,0
2016,501,Aborto,19,Nuevo León,94
2016,501,Aborto,20,Oaxaca,32
2016,501,Aborto,21,Puebla,26
2016,501,Aborto,22,Querétaro,20
2016,501,Aborto,23,Quintana Roo,6
2016,501,Aborto,24,San Luis Potosí,16
2016,501,Aborto,25,Sinaloa,18
2016,501,Aborto,26,Sonora,8
2016,501,Aborto,27,Tabasco,6
2016,501,Aborto,28,Tamaulipas,66
2016,501,Aborto,29,Tlaxcala,8
2016,501,Aborto,30,Veracruz de Ignacio de la Llave,58
2016,501,Aborto,31,Yucatán,16
2016,501,Aborto,32,Zacatecas,2
2016,502,Feminicidio,1,Aguascalientes,0
2016,502,Feminicidio,2,Baja California,24
2016,502,Feminicidio,3,Baja California Sur,0
2016,502,Feminicidio,4,Campeche,6
2016,502,Feminicidio,5,Coahuila de Zaragoza,28
2016,502,Feminicidio,6,Colima,44
2016,502,Feminicidio,7,Chiapas,64
2016,502,Feminicidio,8,Chihuahua,0
2016,502,Feminicidio,9,Ciudad de México,92
2016,502,Feminicidio,10,Durango,4
2016,502,Feminicidio,11,Guanajuato,28
2016,502,Feminicidio,12,Guerrero,42
2016,502,Feminicidio,13,Hidalgo,44
2016,502,Feminicidio,14,Jalisco,96
2016,502,Feminicidio,15,Estado de México,114
2016,502,Feminicidio,16,Michoacán de Ocampo,52
2016,502,Feminicidio,17,Morelos,60
2016,502,Feminicidio,18,Nayarit,0
2016,502,Feminicidio,19,Nuevo León,6
2016,502,Feminicidio,20,Oaxaca,134
2016,502,Feminicidio,21,Puebla,24
2016,502,Feminicidio,22,Querétaro,2
2016,502,Feminicidio,23,Quintana Roo,0
2016,502,Feminicidio,24,San Luis Potosí,16
2016,502,Feminicidio,25,Sinaloa,78
2016,502,Feminicidio,26,Sonora,60
2016,502,Feminicidio,27,Tabasco,54
2016,502,Feminicidio,28,Tamaulipas,2
2016,502,Feminicidio,29,Tlaxcala,2
2016,502,Feminicidio,30,Veracruz de Ignacio de la Llave,116
2016,502,Feminicidio,31,Yucatán,2
2016,502,Feminicidio,32,Zacatecas,22
2016,503,Homicidio,1,Aguascalientes,466
2016,503,Homicidio,2,Baja California,3006
2016,503,Homicidio,3,Baja California Sur,544
2016,503,Homicidio,4,Campeche,334
2016,503,Homicidio,5,Coahuila de Zaragoza,950
2016,503,Homicidio,6,Colima,1194
2016,503,Homicidio,7,Chiapas,2960
2016,503,Homicidio,8,Chihuahua,3094
2016,503,Homicidio,9,Ciudad de México,3186
2016,503,Homicidio,10,Durango,928
2016,503,Homicidio,11,Guanajuato,5144
2016,503,Homicidio,12,Guerrero,5688
2016,503,Homicidio,13,Hidalgo,1306
2016,503,Homicidio,14,Jalisco,3996
2016,503,Homicidio,15,Estado de México,5798
2016,503,Homicidio,16,Michoacán de Ocampo,4710
2016,503,Homicidio,17,Morelos,1666
2016,503,Homicidio,18,Nayarit,168
2016,503,Homicidio,19,Nuevo León,2342
2016,503,Homicidio,20,Oaxaca,3082
2016,503,Homicidio,21,Puebla,2412
2016,503,Homicidio,22,Querétaro,830
2016,503,Homicidio,23,Quintana Roo,556
2016,503,Homicidio,24,San Luis Potosí,1000
2016,503,Homicidio,25,Sinaloa,3032
2016,503,Homicidio,26,Sonora,2136
2016,503,Homicidio,27,Tabasco,1398
2016,503,Homicidio,28,Tamaulipas,3026
2016,503,Homicidio,29,Tlaxcala,724
2016,503,Homicidio,30,Veracruz de Ignacio de la Llave,3634
2016,503,Homicidio,31,Yucatán,220
2016,503,Homicidio,32,Zacatecas,1218
2016,504,Lesiones,1,Aguascalientes,5542
2016,504,Lesiones,2,Baja California,24788
2016,504,Lesiones,3,Baja California Sur,3966
2016,504,Lesiones,4,Campeche,362
2016,504,Lesiones,5,Coahuila de Zaragoza,11330
2016,504,Lesiones,6,Colima,854
2016,504,Lesiones,7,Chiapas,3636
2016,504,Lesiones,8,Chihuahua,8724
2016,504,Lesiones,9,Ciudad de México,21274
2016,504,Lesiones,10,Durango,9428
2016,504,Lesiones,11,Guanajuato,21526
2016,504,Lesiones,12,Guerrero,7348
2016,504,Lesiones,13,Hidalgo,8674
2016,504,Lesiones,14,Jalisco,25050
2016,504,Lesiones,15,Estado de México,111246
2016,504,Lesiones,16,Michoacán de Ocampo,9578
2016,504,Lesiones,17,Morelos,9924
2016,504,Lesiones,18,Nayarit,608
2016,504,Lesiones,19,Nuevo León,17014
2016,504,Lesiones,20,Oaxaca,8880
2016,504,Lesiones,21,Puebla,10944
2016,504,Lesiones,22,Querétaro,8684
2016,504,Lesiones,23,Quintana Roo,3732
2016,504,Lesiones,24,San Luis Potosí,8360
2016,504,Lesiones,25,Sinaloa,4290
2016,504,Lesiones,26,Sonora,6810
2016,504,Lesiones,27,Tabasco,12062
2016,504,Lesiones,28,Tamaulipas,8582
2016,504,Lesiones,29,Tlaxcala,584
2016,504,Lesiones,30,Veracruz de Ignacio de la Llave,8482
2016,504,Lesiones,31,Yucatán,7366
2016,504,Lesiones,32,Zacatecas,3622
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,1,Aguascalientes,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,2,Baja California,1318
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,3,Baja California Sur,62
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,4,Campeche,26
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,5,Coahuila de Zaragoza,18
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,6,Colima,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,7,Chiapas,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,8,Chihuahua,434
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,9,Ciudad de México,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,10,Durango,52
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,11,Guanajuato,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,12,Guerrero,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,13,Hidalgo,584
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,14,Jalisco,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,15,Estado de México,814
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,16,Michoacán de Ocampo,106
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,17,Morelos,536
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,18,Nayarit,4
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,19,Nuevo León,62
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,20,Oaxaca,466
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,21,Puebla,114
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,22,Querétaro,1242
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,23,Quintana Roo,28
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,24,San Luis Potosí,150
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,25,Sinaloa,802
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,26,Sonora,8
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,27,Tabasco,206
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,28,Tamaulipas,2
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,29,Tlaxcala,32
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,30,Veracruz de Ignacio de la Llave,0
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,31,Yucatán,638
2016,505,Otros Delitos que Atentan contra la Vida y la Integridad Corporal,32,Zacatecas,116
2016,601,Rapto,1,Aguascalientes,0
2016,601,Rapto,2,Baja California,0
2016,601,Rapto,3,Baja California Sur,2
2016,601,Rapto,4,Campeche,0
2016,601,Rapto,5,Coahuila de Zaragoza,8
2016,601,Rapto,6,Colima,0
2016,601,Rapto,7,Chiapas,30
2016,601,Rapto,8,Chihuahua,0
2016,601,Rapto,9,Ciudad de México,8
2016,601,Rapto,10,Durango,2
2016,601,Rapto,11,Guanajuato,0
2016,601,Rapto,12,Guerrero,0
2016,601,Rapto,13,Hidalgo,2
2016,601,Rapto,14,Jalisco,0
2016,601,Rapto,15,Estado de México,0
2016,601,Rapto,16,Michoacán de Ocampo,0
2016,601,Rapto,17,Morelos,2
2016,601,Rapto,18,Nayarit,0
2016,601,Rapto,19,Nuevo León,308
2016,601,Rapto,20,Oaxaca,0
2016,601,Rapto,21,Puebla,2
2016,601,Rapto,22,Querétaro,0
2016,601,Rapto,23,Quintana Roo,0
2016,601,Rapto,24,San Luis Potosí,0
2016,601,Rapto,25,Sinaloa,90
2016,601,Rapto,26,Sonora,32
2016,601,Rapto,27,Tabasco,0
2016,601,Rapto,28,Tamaulipas,0
2016,601,Rapto,29,Tlaxcala,0
2016,601,Rapto,30,Veracruz de Ignacio de la Llave,0
2016,601,Rapto,31,Yucatán,0
2016,601,Rapto,32,Zacatecas,22
2016,602,Secuestro,1,Aguascalientes,4
2016,602,Secuestro,2,Baja California,28
2016,602,Secuestro,3,Baja California Sur,0
2016,602,Secuestro,4,Campeche,12
2016,602,Secuestro,5,Coahuila de Zaragoza,42
2016,602,Secuestro,6,Colima,8
2016,602,Secuestro,7,Chiapas,30
2016,602,Secuestro,8,Chihuahua,18
2016,602,Secuestro,9,Ciudad de México,90
2016,602,Secuestro,10,Durango,22
2016,602,Secuestro,11,Guanajuato,16
2016,602,Secuestro,12,Guerrero,144
2016,602,Secuestro,13,Hidalgo,28
2016,602,Secuestro,14,Jalisco,32
2016,602,Secuestro,15,Estado de México,508
2016,602,Secuestro,16,Michoacán de Ocampo,50
2016,602,Secuestro,17,Morelos,82
2016,602,Secuestro,18,Nayarit,6
2016,602,Secuestro,19,Nuevo León,54
2016,602,Secuestro,20,Oaxaca,56
2016,602,Secuestro,21,Puebla,64
2016,602,Secuestro,22,Querétaro,24
2016,602,Secuestro,23,Quintana Roo,16
2016,602,Secuestro,24,San Luis Potosí,52
2016,602,Secuestro,25,Sinaloa,28
2016,602,Secuestro,26,Sonora,10
2016,602,Secuestro,27,Tabasco,170
2016,602,Secuestro,28,Tamaulipas,310
2016,602,Secuestro,29,Tlaxcala,10
2016,602,Secuestro,30,Veracruz de Ignacio de la Llave,264
2016,602,Secuestro,31,Yucatán,2
2016,602,Secuestro,32,Zacatecas,74
2016,603,Tráfico de Menores,1,Aguascalientes,2
2016,603,Tráfico de Menores,2,Baja California,2
2016,603,Tráfico de Menores,3,Baja California Sur,0
2016,603,Tráfico de Menores,4,Campeche,0
2016,603,Tráfico de Menores,5,Coahuila de Zaragoza,2
2016,603,Tráfico de Menores,6,Colima,0
2016,603,Tráfico de Menores,7,Chiapas,14
2016,603,Tráfico de Menores,8,Chihuahua,0
2016,603,Tráfico de Menores,9,Ciudad de México,6
2016,603,Tráfico de Menores,10,Durango,0
2016,603,Tráfico de Menores,11,Guanajuato,14
2016,603,Tráfico de Menores,12,Guerrero,0
2016,603,Tráfico de Menores,13,Hidalgo,0
2016,603,Tráfico de Menores,14,Jalisco,8
2016,603,Tráfico de Menores,15,Estado de México,2
2016,603,Tráfico de Menores,16,Michoacán de Ocampo,4
2016,603,Tráfico de Menores,17,Morelos,0
2016,603,Tráfico de Menores,18,Nayarit,0
2016,603,Tráfico de Menores,19,Nuevo León,2
2016,603,Tráfico de Menores,20,Oaxaca,0
2016,603,Tráfico de Menores,21,Puebla,0
2016,603,Tráfico de Menores,22,Querétaro,0
2016,603,Tráfico de Menores,23,Quintana Roo,2
2016,603,Tráfico de Menores,24,San Luis Potosí,4
2016,603,Tráfico de Menores,25,Sinaloa,2
2016,603,Tráfico de Menores,26,Sonora,330
2016,603,Tráfico de Menores,27,Tabasco,6
2016,603,Tráfico de Menores,28,Tamaulipas,0
2016,603,Tráfico de Menores,29,Tlaxcala,0
2016,603,Tráfico de Menores,30,Veracruz de Ignacio de la Llave,2
2016,603,Tráfico de Menores,31,Yucatán,0
2016,603,Tráfico de Menores,32,Zacatecas,0
2016,604,Otros Delitos que Atentan contra la Libertad Personal,1,Aguascalientes,44
2016,604,Otros Delitos que Atentan contra la Libertad Personal,2,Baja California,1188
2016,604,Otros Delitos que Atentan contra la Libertad Personal,3,Baja California Sur,154
2016,604,Otros Delitos que Atentan contra la Libertad Personal,4,Campeche,2
2016,604,Otros Delitos que Atentan contra la Libertad Personal,5,Coahuila de Zaragoza,124
2016,604,Otros Delitos que Atentan contra la Libertad Personal,6,Colima,98
2016,604,Otros Delitos que Atentan contra la Libertad Personal,7,Chiapas,184
2016,604,Otros Delitos que Atentan contra la Libertad Personal,8,Chihuahua,1140
2016,604,Otros Delitos que Atentan contra la Libertad Personal,9,Ciudad de México,1372
2016,604,Otros Delitos que Atentan contra la Libertad Personal,10,Durango,132
2016,604,Otros Delitos que Atentan contra la Libertad Personal,11,Guanajuato,0
2016,604,Otros Delitos que Atentan contra la Libertad Personal,12,Guerrero,508
2016,604,Otros Delitos que Atentan contra la Libertad Personal,13,Hidalgo,2758
2016,604,Otros Delitos que Atentan contra la Libertad Personal,14,Jalisco,950
2016,604,Otros Delitos que Atentan contra la Libertad Personal,15,Estado de México,3660
2016,604,Otros Delitos que Atentan contra la Libertad Personal,16,Michoacán de Ocampo,504
2016,604,Otros Delitos que Atentan contra la Libertad Personal,17,Morelos,452
2016,604,Otros Delitos que Atentan contra la Libertad Personal,18,Nayarit,14
2016,604,Otros Delitos que Atentan contra la Libertad Personal,19,Nuevo León,4576
2016,604,Otros Delitos que Atentan contra la Libertad Personal,20,Oaxaca,294
2016,604,Otros Delitos que Atentan contra la Libertad Personal,21,Puebla,1470
2016,604,Otros Delitos que Atentan contra la Libertad Personal,22,Querétaro,52
2016,604,Otros Delitos que Atentan contra la Libertad Personal,23,Quintana Roo,324
2016,604,Otros Delitos que Atentan contra la Libertad Personal,24,San Luis Potosí,558
2016,604,Otros Delitos que Atentan contra la Libertad Personal,25,Sinaloa,1502
2016,604,Otros Delitos que Atentan contra la Libertad Personal,26,Sonora,380
2016,604,Otros Delitos que Atentan contra la Libertad Personal,27,Tabasco,948
2016,604,Otros Delitos que Atentan contra la Libertad Personal,28,Tamaulipas,1204
2016,604,Otros Delitos que Atentan contra la Libertad Personal,29,Tlaxcala,0
2016,604,Otros Delitos que Atentan contra la Libertad Personal,30,Veracruz de Ignacio de la Llave,646
2016,604,Otros Delitos que Atentan contra la Libertad Personal,31,Yucatán,268
2016,604,Otros Delitos que Atentan contra la Libertad Personal,32,Zacatecas,462
2016,701,Allanamiento de Morada,1,Aguascalientes,316
2016,701,Allanamiento de Morada,2,Baja California,6614
2016,701,Allanamiento de Morada,3,Baja California Sur,368
2016,701,Allanamiento de Morada,4,Campeche,86
2016,701,Allanamiento de Morada,5,Coahuila de Zaragoza,858
2016,701,Allanamiento de Morada,6,Colima,154
2016,701,Allanamiento de Morada,7,Chiapas,282
2016,701,Allanamiento de Morada,8,Chihuahua,560
2016,701,Allanamiento de Morada,9,Ciudad de México,1504
2016,701,Allanamiento de Morada,10,Durango,412
2016,701,Allanamiento de Morada,11,Guanajuato,544
2016,701,Allanamiento de Morada,12,Guerrero,414
2016,701,Allanamiento de Morada,13,Hidalgo,514
2016,701,Allanamiento de Morada,14,Jalisco,1102
2016,701,Allanamiento de Morada,15,Estado de México,2468
2016,701,Allanamiento de Morada,16,Michoacán de Ocampo,266
2016,701,Allanamiento de Morada,17,Morelos,796
2016,701,Allanamiento de Morada,18,Nayarit,26
2016,701,Allanamiento de Morada,19,Nuevo León,702
2016,701,Allanamiento de Morada,20,Oaxaca,516
2016,701,Allanamiento de Morada,21,Puebla,420
2016,701,Allanamiento de Morada,22,Querétaro,298
2016,701,Allanamiento de Morada,23,Quintana Roo,348
2016,701,Allanamiento de Morada,24,San Luis Potosí,746
2016,701,Allanamiento de Morada,25,Sinaloa,262
2016,701,Allanamiento de Morada,26,Sonora,638
2016,701,Allanamiento de Morada,27,Tabasco,986
2016,701,Allanamiento de Morada,28,Tamaulipas,686
2016,701,Allanamiento de Morada,29,Tlaxcala,48
2016,701,Allanamiento de Morada,30,Veracruz de Ignacio de la Llave,462
2016,701,Allanamiento de Morada,31,Yucatán,2994
2016,701,Allanamiento de Morada,32,Zacatecas,246
2016,702,Amenazas,1,Aguascalientes,2082
2016,702,Amenazas,2,Baja California,7190
2016,702,Amenazas,3,Baja California Sur,2256
2016,702,Amenazas,4,Campeche,40
2016,702,Amenazas,5,Coahuila de Zaragoza,6598
2016,702,Amenazas,6,Colima,940
2016,702,Amenazas,7,Chiapas,812
2016,702,Amenazas,8,Chihuahua,4812
2016,702,Amenazas,9,Ciudad de México,19800
2016,702,Amenazas,10,Durango,3944
2016,702,Amenazas,11,Guanajuato,10830
2016,702,Amenazas,12,Guerrero,2452
2016,702,Amenazas,13,Hidalgo,4972
2016,702,Amenazas,14,Jalisco,16488
2016,702,Amenazas,15,Estado de México,0
2016,702,Amenazas,16,Michoacán de Ocampo,2164
2016,702,Amenazas,17,Morelos,7282
2016,702,Amenazas,18,Nayarit,230
2016,702,Amenazas,19,Nuevo León,9162
2016,702,Amenazas,20,Oaxaca,2232
2016,702,Amenazas,21,Puebla,4108
2016,702,Amenazas,22,Querétaro,3416
2016,702,Amenazas,23,Quintana Roo,1098
2016,702,Amenazas,24,San Luis Potosí,3942
2016,702,Amenazas,25,Sinaloa,1064
2016,702,Amenazas,26,Sonora,3532
2016,702,Amenazas,27,Tabasco,6852
2016,702,Amenazas,28,Tamaulipas,5122
2016,702,Amenazas,29,Tlaxcala,66
2016,702,Amenazas,30,Veracruz de Ignacio de la Llave,3748
2016,702,Amenazas,31,Yucatán,13238
2016,702,Amenazas,32,Zacatecas,930
2016,703,Contra el Medio Ambiente,1,Aguascalientes,8
2016,703,Contra el Medio Ambiente,2,Baja California,56
2016,703,Contra el Medio Ambiente,3,Baja California Sur,0
2016,703,Contra el Medio Ambiente,4,Campeche,6
2016,703,Contra el Medio Ambiente,5,Coahuila de Zaragoza,52
2016,703,Contra el Medio Ambiente,6,Colima,0
2016,703,Contra el Medio Ambiente,7,Chiapas,64
2016,703,Contra el Medio Ambiente,8,Chihuahua,64
2016,703,Contra el Medio Ambiente,9,Ciudad de México,1448
2016,703,Contra el Medio Ambiente,10,Durango,0
2016,703,Contra el Medio Ambiente,11,Guanajuato,10
2016,703,Contra el Medio Ambiente,12,Guerrero,0
2016,703,Contra el Medio Ambiente,13,Hidalgo,0
2016,703,Contra el Medio Ambiente,14,Jalisco,222
2016,703,Contra el Medio Ambiente,15,Estado de México,620
2016,703,Contra el Medio Ambiente,16,Michoacán de Ocampo,182
2016,703,Contra el Medio Ambiente,17,Morelos,12
2016,703,Contra el Medio Ambiente,18,Nayarit,6
2016,703,Contra el Medio Ambiente,19,Nuevo León,0
2016,703,Contra el Medio Ambiente,20,Oaxaca,0
2016,703,Contra el Medio Ambiente,21,Puebla,24
2016,703,Contra el Medio Ambiente,22,Querétaro,8
2016,703,Contra el Medio Ambiente,23,Quintana Roo,24
2016,703,Contra el Medio Ambiente,24,San Luis Potosí,36
2016,703,Contra el Medio Ambiente,25,Sinaloa,0
2016,703,Contra el Medio Ambiente,26,Sonora,4
2016,703,Contra el Medio Ambiente,27,Tabasco,0
2016,703,Contra el Medio Ambiente,28,Tamaulipas,0
2016,703,Contra el Medio Ambiente,29,Tlaxcala,2
2016,703,Contra el Medio Ambiente,30,Veracruz de Ignacio de la Llave,12
2016,703,Contra el Medio Ambiente,31,Yucatán,2
2016,703,Contra el Medio Ambiente,32,Zacatecas,2
2016,704,Delitos Cometidos por Servidores Públicos,1,Aguascalientes,60
2016,704,Delitos Cometidos por Servidores Públicos,2,Baja California,2794
2016,704,Delitos Cometidos por Servidores Públicos,3,Baja California Sur,608
2016,704,Delitos Cometidos por Servidores Públicos,4,Campeche,30
2016,704,Delitos Cometidos por Servidores Públicos,5,Coahuila de Zaragoza,228
2016,704,Delitos Cometidos por Servidores Públicos,6,Colima,40
2016,704,Delitos Cometidos por Servidores Públicos,7,Chiapas,488
2016,704,Delitos Cometidos por Servidores Públicos,8,Chihuahua,988
2016,704,Delitos Cometidos por Servidores Públicos,9,Ciudad de México,5852
2016,704,Delitos Cometidos por Servidores Públicos,10,Durango,404
2016,704,Delitos Cometidos por Servidores Públicos,11,Guanajuato,0
2016,704,Delitos Cometidos por Servidores Públicos,12,Guerrero,206
2016,704,Delitos Cometidos por Servidores Públicos,13,Hidalgo,2
2016,704,Delitos Cometidos por Servidores Públicos,14,Jalisco,2146
2016,704,Delitos Cometidos por Servidores Públicos,15,Estado de México,5548
2016,704,Delitos Cometidos por Servidores Públicos,16,Michoacán de Ocampo,808
2016,704,Delitos Cometidos por Servidores Públicos,17,Morelos,94
2016,704,Delitos Cometidos por Servidores Públicos,18,Nayarit,12
2016,704,Delitos Cometidos por Servidores Públicos,19,Nuevo León,2550
2016,704,Delitos Cometidos por Servidores Públicos,20,Oaxaca,466
2016,704,Delitos Cometidos por Servidores Públicos,21,Puebla,82
2016,704,Delitos Cometidos por Servidores Públicos,22,Querétaro,0
2016,704,Delitos Cometidos por Servidores Públicos,23,Quintana Roo,0
2016,704,Delitos Cometidos por Servidores Públicos,24,San Luis Potosí,620
2016,704,Delitos Cometidos por Servidores Públicos,25,Sinaloa,972
2016,704,Delitos Cometidos por Servidores Públicos,26,Sonora,258
2016,704,Delitos Cometidos por Servidores Públicos,27,Tabasco,28
2016,704,Delitos Cometidos por Servidores Públicos,28,Tamaulipas,2
2016,704,Delitos Cometidos por Servidores Públicos,29,Tlaxcala,0
2016,704,Delitos Cometidos por Servidores Públicos,30,Veracruz de Ignacio de la Llave,398
2016,704,Delitos Cometidos por Servidores Públicos,31,Yucatán,12
2016,704,Delitos Cometidos por Servidores Públicos,32,Zacatecas,260
2016,705,Electorales,1,Aguascalientes,30
2016,705,Electorales,2,Baja California,52
2016,705,Electorales,3,Baja California Sur,0
2016,705,Electorales,4,Campeche,0
2016,705,Electorales,5,Coahuila de Zaragoza,0
2016,705,Electorales,6,Colima,2
2016,705,Electorales,7,Chiapas,10
2016,705,Electorales,8,Chihuahua,26
2016,705,Electorales,9,Ciudad de México,204
2016,705,Electorales,10,Durango,2
2016,705,Electorales,11,Guanajuato,6
2016,705,Electorales,12,Guerrero,8
2016,705,Electorales,13,Hidalgo,18
2016,705,Electorales,14,Jalisco,0
2016,705,Electorales,15,Estado de México,172
2016,705,Electorales,16,Michoacán de Ocampo,2
2016,705,Electorales,17,Morelos,8
2016,705,Electorales,18,Nayarit,0
2016,705,Electorales,19,Nuevo León,0
2016,705,Electorales,20,Oaxaca,62
2016,705,Electorales,21,Puebla,26
2016,705,Electorales,22,Querétaro,14
2016,705,Electorales,23,Quintana Roo,2
2016,705,Electorales,24,San Luis Potosí,2
2016,705,Electorales,25,Sinaloa,54
2016,705,Electorales,26,Sonora,2
2016,705,Electorales,27,Tabasco,6
2016,705,Electorales,28,Tamaulipas,68
2016,705,Electorales,29,Tlaxcala,10
2016,705,Electorales,30,Veracruz de Ignacio de la Llave,0
2016,705,Electorales,31,Yucatán,0
2016,705,Electorales,32,Zacatecas,148
2016,706,Evasión de Presos,1,Aguascalientes,0
2016,706,Evasión de Presos,2,Baja California,10
2016,706,Evasión de Presos,3,Baja California Sur,2
2016,706,Evasión de Presos,4,Campeche,2
2016,706,Evasión de Presos,5,Coahuila de Zaragoza,0
2016,706,Evasión de Presos,6,Colima,0
2016,706,Evasión de Presos,7,Chiapas,10
2016,706,Evasión de Presos,8,Chihuahua,8
2016,706,Evasión de Presos,9,Ciudad de México,26
2016,706,Evasión de Presos,10,Durango,10
2016,706,Evasión de Presos,11,Guanajuato,14
2016,706,Evasión de Presos,12,Guerrero,14
2016,706,Evasión de Presos,13,Hidalgo,2
2016,706,Evasión de Presos,14,Jalisco,18
2016,706,Evasión de Presos,15,Estado de México,28
2016,706,Evasión de Presos,16,Michoacán de Ocampo,12
2016,706,Evasión de Presos,17,Morelos,12
2016,706,Evasión de Presos,18,Nayarit,6
2016,706,Evasión de Presos,19,Nuevo León,26
2016,706,Evasión de Presos,20,Oaxaca,2
2016,706,Evasión de Presos,21,Puebla,14
2016,706,Evasión de Presos,22,Querétaro,0
2016,706,Evasión de Presos,23,Quintana Roo,30
2016,706,Evasión de Presos,24,San Luis Potosí,2
2016,706,Evasión de Presos,25,Sinaloa,6
2016,706,Evasión de Presos,26,Sonora,8
2016,706,Evasión de Presos,27,Tabasco,12
2016,706,Evasión de Presos,28,Tamaulipas,22
2016,706,Evasión de Presos,29,Tlaxcala,0
2016,706,Evasión de Presos,30,Veracruz de Ignacio de la Llave,6
2016,706,Evasión de Presos,31,Yucatán,0
2016,706,Evasión de Presos,32,Zacatecas,2
2016,707,Falsedad,1,Aguascalientes,112
2016,707,Falsedad,2,Baja California,260
2016,707,Falsedad,3,Baja California Sur,180
2016,707,Falsedad,4,Campeche,0
2016,707,Falsedad,5,Coahuila de Zaragoza,58
2016,707,Falsedad,6,Colima,18
2016,707,Falsedad,7,Chiapas,34
2016,707,Falsedad,8,Chihuahua,382
2016,707,Falsedad,9,Ciudad de México,1154
2016,707,Falsedad,10,Durango,20
2016,707,Falsedad,11,Guanajuato,338
2016,707,Falsedad,12,Guerrero,96
2016,707,Falsedad,13,Hidalgo,234
2016,707,Falsedad,14,Jalisco,436
2016,707,Falsedad,15,Estado de México,230
2016,707,Falsedad,16,Michoacán de Ocampo,16
2016,707,Falsedad,17,Morelos,148
2016,707,Falsedad,18,Nayarit,18
2016,707,Falsedad,19,Nuevo León,332
2016,707,Falsedad,20,Oaxaca,46
2016,707,Falsedad,21,Puebla,210
2016,707,Falsedad,22,Querétaro,190
2016,707,Falsedad,23,Quintana Roo,14
2016,707,Falsedad,24,San Luis Potosí,92
2016,707,Falsedad,25,Sinaloa,102
2016,707,Falsedad,26,Sonora,154
